cycle,indicator,country,country_zh,value,rank,n,pct_rank
2006,career_health,Colombia,哥倫比亞,21.06002,1,52,0.0
2006,career_health,United States,美國,19.32222,2,52,2.0
2006,career_health,Jordan,約旦,19.06596,3,52,3.9
2006,career_health,Brazil,巴西,18.23006,4,52,5.9
2006,career_health,Tunisia,突尼西亞,17.45851,5,52,7.8
2006,career_health,Chile,智利,16.76234,6,52,9.8
2006,career_health,Canada,加拿大,15.69334,7,52,11.8
2006,career_health,Portugal,葡萄牙,15.55704,8,52,13.7
2006,career_health,Thailand,泰國,14.16852,9,52,15.7
2006,career_health,Uruguay,烏拉圭,13.76174,10,52,17.6
2006,career_health,Indonesia,印尼,13.23708,11,52,19.6
2006,career_health,Bulgaria,保加利亞,12.96227,12,52,21.6
2006,career_health,Mexico,墨西哥,11.92669,13,52,23.5
2006,career_health,Ireland,愛爾蘭,11.87615,14,52,25.5
2006,career_health,Iceland,冰島,11.27332,15,52,27.5
2006,career_health,New Zealand,紐西蘭,11.10498,16,52,29.4
2006,career_health,Argentina,阿根廷,11.00669,17,52,31.4
2006,career_health,Italy,義大利,10.04442,18,52,33.3
2006,career_health,Belgium,比利時,10.02399,19,52,35.3
2006,career_health,Spain,西班牙,9.99468,20,52,37.3
2006,career_health,Hong Kong (China),香港,9.72955,21,52,39.2
2006,career_health,Slovenia,斯洛維尼亞,9.62412,22,52,41.2
2006,career_health,Israel,以色列,9.44825,23,52,43.1
2006,career_health,Australia,澳洲,9.35049,24,52,45.1
2006,career_health,United Kingdom,英國,9.07628,25,52,47.1
2006,career_health,Türkiye,土耳其,8.77746,26,52,49.0
2006,career_health,Norway,挪威,8.51347,27,52,51.0
2006,career_health,Poland,波蘭,8.20604,28,52,52.9
2006,career_health,Luxembourg,盧森堡,8.12036,29,52,54.9
2006,career_health,Macao (China),澳門,7.93979,30,52,56.9
2006,career_health,Japan,日本,7.82186,31,52,58.8
2006,career_health,Netherlands,荷蘭,7.56657,32,52,60.8
2006,career_health,Chinese Taipei,臺灣,7.55292,33,52,62.7
2006,career_health,Denmark,丹麥,7.25017,34,52,64.7
2006,career_health,France,法國,6.99183,35,52,66.7
2006,career_health,Sweden,瑞典,6.74425,36,52,68.6
2006,career_health,Russia,俄羅斯,6.69448,37,52,70.6
2006,career_health,Romania,羅馬尼亞,6.64051,38,52,72.5
2006,career_health,Korea,韓國,6.62725,39,52,74.5
2006,career_health,Greece,希臘,6.29904,40,52,76.5
2006,career_health,Finland,芬蘭,6.1553,41,52,78.4
2006,career_health,Lithuania,立陶宛,5.27428,42,52,80.4
2006,career_health,Croatia,克羅埃西亞,4.78953,43,52,82.4
2006,career_health,Hungary,匈牙利,4.45745,44,52,84.3
2006,career_health,Slovak Republic,斯洛伐克,4.44331,45,52,86.3
2006,career_health,Switzerland,瑞士,4.43596,46,52,88.2
2006,career_health,Austria,奧地利,4.3528,47,52,90.2
2006,career_health,Estonia,愛沙尼亞,4.22078,48,52,92.2
2006,career_health,Montenegro,蒙特內哥羅,4.18039,49,52,94.1
2006,career_health,Latvia,拉脫維亞,3.94882,50,52,96.1
2006,career_health,Germany,德國,3.71704,51,52,98.0
2006,career_health,Czechia,捷克,3.15351,52,52,100.0
2006,career_ict,Chinese Taipei,臺灣,6.88256,1,52,0.0
2006,career_ict,Poland,波蘭,6.29776,2,52,2.0
2006,career_ict,Bulgaria,保加利亞,5.96762,3,52,3.9
2006,career_ict,Russia,俄羅斯,5.31318,4,52,5.9
2006,career_ict,Slovak Republic,斯洛伐克,5.04475,5,52,7.8
2006,career_ict,Colombia,哥倫比亞,4.45384,6,52,9.8
2006,career_ict,Romania,羅馬尼亞,4.30715,7,52,11.8
2006,career_ict,Estonia,愛沙尼亞,4.28307,8,52,13.7
2006,career_ict,Lithuania,立陶宛,4.14274,9,52,15.7
2006,career_ict,Hungary,匈牙利,3.81757,10,52,17.6
2006,career_ict,Czechia,捷克,3.7136,11,52,19.6
2006,career_ict,Portugal,葡萄牙,3.5935,12,52,21.6
2006,career_ict,Mexico,墨西哥,3.52008,13,52,23.5
2006,career_ict,Slovenia,斯洛維尼亞,3.51077,14,52,25.5
2006,career_ict,Latvia,拉脫維亞,3.33246,15,52,27.5
2006,career_ict,Israel,以色列,3.30686,16,52,29.4
2006,career_ict,Spain,西班牙,3.30485,17,52,31.4
2006,career_ict,Belgium,比利時,3.28589,18,52,33.3
2006,career_ict,Tunisia,突尼西亞,2.70681,19,52,35.3
2006,career_ict,Switzerland,瑞士,2.69049,20,52,37.3
2006,career_ict,Canada,加拿大,2.57903,21,52,39.2
2006,career_ict,Jordan,約旦,2.39476,22,52,41.2
2006,career_ict,Korea,韓國,2.31888,23,52,43.1
2006,career_ict,Luxembourg,盧森堡,2.19658,24,52,45.1
2006,career_ict,Greece,希臘,2.19656,25,52,47.1
2006,career_ict,Australia,澳洲,2.15382,26,52,49.0
2006,career_ict,Hong Kong (China),香港,2.14346,27,52,51.0
2006,career_ict,Uruguay,烏拉圭,2.0586,28,52,52.9
2006,career_ict,Argentina,阿根廷,1.95446,29,52,54.9
2006,career_ict,Thailand,泰國,1.92817,30,52,56.9
2006,career_ict,Macao (China),澳門,1.91975,31,52,58.8
2006,career_ict,Chile,智利,1.86463,32,52,60.8
2006,career_ict,United Kingdom,英國,1.78111,33,52,62.7
2006,career_ict,Norway,挪威,1.75925,34,52,64.7
2006,career_ict,France,法國,1.73159,35,52,66.7
2006,career_ict,Sweden,瑞典,1.7245,36,52,68.6
2006,career_ict,Italy,義大利,1.70918,37,52,70.6
2006,career_ict,United States,美國,1.68512,38,52,72.5
2006,career_ict,Germany,德國,1.65047,39,52,74.5
2006,career_ict,Iceland,冰島,1.6212,40,52,76.5
2006,career_ict,New Zealand,紐西蘭,1.46598,41,52,78.4
2006,career_ict,Ireland,愛爾蘭,1.44418,42,52,80.4
2006,career_ict,Austria,奧地利,1.29719,43,52,82.4
2006,career_ict,Finland,芬蘭,1.28828,44,52,84.3
2006,career_ict,Brazil,巴西,1.18736,45,52,86.3
2006,career_ict,Netherlands,荷蘭,1.07868,46,52,88.2
2006,career_ict,Croatia,克羅埃西亞,1.00715,47,52,90.2
2006,career_ict,Montenegro,蒙特內哥羅,0.62579,48,52,92.2
2006,career_ict,Indonesia,印尼,0.60317,49,52,94.1
2006,career_ict,Türkiye,土耳其,0.56815,50,52,96.1
2006,career_ict,Denmark,丹麥,0.49549,51,52,98.0
2006,career_ict,Japan,日本,0.0,52,52,100.0
2006,career_sci,Colombia,哥倫比亞,44.04677,1,52,0.0
2006,career_sci,Jordan,約旦,38.42793,2,52,2.0
2006,career_sci,Chile,智利,34.95881,3,52,3.9
2006,career_sci,Portugal,葡萄牙,33.66093,4,52,5.9
2006,career_sci,Brazil,巴西,33.494,5,52,7.8
2006,career_sci,United States,美國,32.15999,6,52,9.8
2006,career_sci,Mexico,墨西哥,31.49929,7,52,11.8
2006,career_sci,Tunisia,突尼西亞,31.37246,8,52,13.7
2006,career_sci,Canada,加拿大,29.55208,9,52,15.7
2006,career_sci,Thailand,泰國,28.73901,10,52,17.6
2006,career_sci,Uruguay,烏拉圭,27.35491,11,52,19.6
2006,career_sci,Slovenia,斯洛維尼亞,26.25927,12,52,21.6
2006,career_sci,Poland,波蘭,26.23824,13,52,23.5
2006,career_sci,Argentina,阿根廷,25.7292,14,52,25.5
2006,career_sci,Italy,義大利,25.26444,15,52,27.5
2006,career_sci,Spain,西班牙,23.96745,16,52,29.4
2006,career_sci,Indonesia,印尼,23.83828,17,52,31.4
2006,career_sci,Ireland,愛爾蘭,23.76461,18,52,33.3
2006,career_sci,Bulgaria,保加利亞,23.24357,19,52,35.3
2006,career_sci,Belgium,比利時,22.92329,20,52,37.3
2006,career_sci,Iceland,冰島,22.38796,21,52,39.2
2006,career_sci,Chinese Taipei,臺灣,22.19519,22,52,41.2
2006,career_sci,Australia,澳洲,22.1094,23,52,43.1
2006,career_sci,Türkiye,土耳其,21.65274,24,52,45.1
2006,career_sci,Greece,希臘,21.51822,25,52,47.1
2006,career_sci,New Zealand,紐西蘭,20.07264,26,52,49.0
2006,career_sci,Norway,挪威,19.89492,27,52,51.0
2006,career_sci,Luxembourg,盧森堡,19.75734,28,52,52.9
2006,career_sci,Lithuania,立陶宛,18.93548,29,52,54.9
2006,career_sci,Hong Kong (China),香港,18.55648,30,52,56.9
2006,career_sci,France,法國,18.45251,31,52,58.8
2006,career_sci,Russia,俄羅斯,18.32874,32,52,60.8
2006,career_sci,United Kingdom,英國,18.16734,33,52,62.7
2006,career_sci,Israel,以色列,17.73876,34,52,64.7
2006,career_sci,Romania,羅馬尼亞,17.62501,35,52,66.7
2006,career_sci,Korea,韓國,17.22395,36,52,68.6
2006,career_sci,Estonia,愛沙尼亞,16.94851,37,52,70.6
2006,career_sci,Latvia,拉脫維亞,16.73082,38,52,72.5
2006,career_sci,Slovak Republic,斯洛伐克,16.30373,39,52,74.5
2006,career_sci,Denmark,丹麥,16.14939,40,52,76.5
2006,career_sci,Sweden,瑞典,16.0712,41,52,78.4
2006,career_sci,Switzerland,瑞士,15.81754,42,52,80.4
2006,career_sci,Macao (China),澳門,15.44874,43,52,82.4
2006,career_sci,Hungary,匈牙利,14.14697,44,52,84.3
2006,career_sci,Croatia,克羅埃西亞,14.11907,45,52,86.3
2006,career_sci,Czechia,捷克,14.03185,46,52,88.2
2006,career_sci,Netherlands,荷蘭,13.60761,47,52,90.2
2006,career_sci,Austria,奧地利,13.18922,48,52,92.2
2006,career_sci,Germany,德國,13.16805,49,52,94.1
2006,career_sci,Finland,芬蘭,13.08712,50,52,96.1
2006,career_sci,Japan,日本,13.04718,51,52,98.0
2006,career_sci,Montenegro,蒙特內哥羅,9.78131,52,52,100.0
2006,career_sci_eng,Colombia,哥倫比亞,17.96379,1,52,0.0
2006,career_sci_eng,Jordan,約旦,16.60385,2,52,2.0
2006,career_sci_eng,Mexico,墨西哥,15.52699,3,52,3.9
2006,career_sci_eng,Chile,智利,14.3307,4,52,5.9
2006,career_sci_eng,Italy,義大利,12.03303,5,52,7.8
2006,career_sci_eng,Portugal,葡萄牙,11.98531,6,52,9.8
2006,career_sci_eng,Thailand,泰國,11.96457,7,52,11.8
2006,career_sci_eng,Türkiye,土耳其,11.62448,8,52,13.7
2006,career_sci_eng,Greece,希臘,11.60405,9,52,15.7
2006,career_sci_eng,Argentina,阿根廷,11.47561,10,52,17.6
2006,career_sci_eng,Canada,加拿大,10.60602,11,52,19.6
2006,career_sci_eng,Tunisia,突尼西亞,10.3591,12,52,21.6
2006,career_sci_eng,Uruguay,烏拉圭,10.27594,13,52,23.5
2006,career_sci_eng,Ireland,愛爾蘭,9.84379,14,52,25.5
2006,career_sci_eng,Australia,澳洲,9.83253,15,52,27.5
2006,career_sci_eng,Spain,西班牙,9.69529,16,52,29.4
2006,career_sci_eng,United States,美國,9.3377,17,52,31.4
2006,career_sci_eng,Norway,挪威,9.28748,18,52,33.3
2006,career_sci_eng,Iceland,冰島,9.16607,19,52,35.3
2006,career_sci_eng,Lithuania,立陶宛,9.01946,20,52,37.3
2006,career_sci_eng,Slovenia,斯洛維尼亞,8.8893,21,52,39.2
2006,career_sci_eng,Latvia,拉脫維亞,8.51121,22,52,41.2
2006,career_sci_eng,Belgium,比利時,8.4588,23,52,43.1
2006,career_sci_eng,Estonia,愛沙尼亞,8.21765,24,52,45.1
2006,career_sci_eng,Brazil,巴西,8.19167,25,52,47.1
2006,career_sci_eng,Luxembourg,盧森堡,8.15216,26,52,49.0
2006,career_sci_eng,Indonesia,印尼,7.98192,27,52,51.0
2006,career_sci_eng,Korea,韓國,7.82381,28,52,52.9
2006,career_sci_eng,New Zealand,紐西蘭,7.18673,29,52,54.9
2006,career_sci_eng,Denmark,丹麥,7.04834,30,52,56.9
2006,career_sci_eng,United Kingdom,英國,7.00166,31,52,58.8
2006,career_sci_eng,Chinese Taipei,臺灣,6.53739,32,52,60.8
2006,career_sci_eng,Romania,羅馬尼亞,6.41816,33,52,62.7
2006,career_sci_eng,France,法國,6.38909,34,52,64.7
2006,career_sci_eng,Hong Kong (China),香港,6.20608,35,52,66.7
2006,career_sci_eng,Switzerland,瑞士,6.02166,36,52,68.6
2006,career_sci_eng,Poland,波蘭,5.87853,37,52,70.6
2006,career_sci_eng,Macao (China),澳門,5.53187,38,52,72.5
2006,career_sci_eng,Germany,德國,5.33013,39,52,74.5
2006,career_sci_eng,Czechia,捷克,5.26596,40,52,76.5
2006,career_sci_eng,Russia,俄羅斯,5.25586,41,52,78.4
2006,career_sci_eng,Japan,日本,5.22532,42,52,80.4
2006,career_sci_eng,Hungary,匈牙利,5.13195,43,52,82.4
2006,career_sci_eng,Slovak Republic,斯洛伐克,5.08004,44,52,84.3
2006,career_sci_eng,Sweden,瑞典,4.85438,45,52,86.3
2006,career_sci_eng,Finland,芬蘭,4.4873,46,52,88.2
2006,career_sci_eng,Austria,奧地利,4.48508,47,52,90.2
2006,career_sci_eng,Israel,以色列,4.43337,48,52,92.2
2006,career_sci_eng,Bulgaria,保加利亞,3.96172,49,52,94.1
2006,career_sci_eng,Netherlands,荷蘭,3.79504,50,52,96.1
2006,career_sci_eng,Croatia,克羅埃西亞,3.71391,51,52,98.0
2006,career_sci_eng,Montenegro,蒙特內哥羅,2.99469,52,52,100.0
2006,career_vague,Korea,韓國,5.97779,1,52,0.0
2006,career_vague,Colombia,哥倫比亞,9.23549,2,52,2.0
2006,career_vague,Romania,羅馬尼亞,10.26634,3,52,3.9
2006,career_vague,Netherlands,荷蘭,12.74705,4,52,5.9
2006,career_vague,Italy,義大利,14.11226,5,52,7.8
2006,career_vague,United Kingdom,英國,14.63896,6,52,9.8
2006,career_vague,Argentina,阿根廷,14.69352,7,52,11.8
2006,career_vague,Tunisia,突尼西亞,14.84966,8,52,13.7
2006,career_vague,United States,美國,15.85215,9,52,15.7
2006,career_vague,Hong Kong (China),香港,16.25391,10,52,17.6
2006,career_vague,Canada,加拿大,16.92487,11,52,19.6
2006,career_vague,Ireland,愛爾蘭,17.08161,12,52,21.6
2006,career_vague,Australia,澳洲,17.44911,13,52,23.5
2006,career_vague,Brazil,巴西,18.19855,14,52,25.5
2006,career_vague,Chinese Taipei,臺灣,18.25372,15,52,27.5
2006,career_vague,Sweden,瑞典,18.91122,16,52,29.4
2006,career_vague,Uruguay,烏拉圭,19.17324,17,52,31.4
2006,career_vague,Chile,智利,19.23803,18,52,33.3
2006,career_vague,Belgium,比利時,19.31749,19,52,35.3
2006,career_vague,Switzerland,瑞士,19.44813,20,52,37.3
2006,career_vague,Türkiye,土耳其,20.28797,21,52,39.2
2006,career_vague,Portugal,葡萄牙,20.49492,22,52,41.2
2006,career_vague,Luxembourg,盧森堡,20.60675,23,52,43.1
2006,career_vague,Poland,波蘭,20.89848,24,52,45.1
2006,career_vague,Macao (China),澳門,21.99662,25,52,47.1
2006,career_vague,Slovenia,斯洛維尼亞,22.01581,26,52,49.0
2006,career_vague,Denmark,丹麥,22.6703,27,52,51.0
2006,career_vague,Mexico,墨西哥,23.11627,28,52,52.9
2006,career_vague,New Zealand,紐西蘭,23.15165,29,52,54.9
2006,career_vague,Iceland,冰島,23.42682,30,52,56.9
2006,career_vague,France,法國,23.65199,31,52,58.8
2006,career_vague,Indonesia,印尼,24.64784,32,52,60.8
2006,career_vague,Slovak Republic,斯洛伐克,24.81157,33,52,62.7
2006,career_vague,Finland,芬蘭,25.08489,34,52,64.7
2006,career_vague,Russia,俄羅斯,25.10981,35,52,66.7
2006,career_vague,Estonia,愛沙尼亞,25.95739,36,52,68.6
2006,career_vague,Spain,西班牙,26.06389,37,52,70.6
2006,career_vague,Latvia,拉脫維亞,26.08916,38,52,72.5
2006,career_vague,Lithuania,立陶宛,26.11667,39,52,74.5
2006,career_vague,Greece,希臘,26.82287,40,52,76.5
2006,career_vague,Jordan,約旦,27.21413,41,52,78.4
2006,career_vague,Montenegro,蒙特內哥羅,28.64561,42,52,80.4
2006,career_vague,Norway,挪威,28.79207,43,52,82.4
2006,career_vague,Bulgaria,保加利亞,30.26027,44,52,84.3
2006,career_vague,Hungary,匈牙利,31.91628,45,52,86.3
2006,career_vague,Austria,奧地利,31.95959,46,52,88.2
2006,career_vague,Japan,日本,31.99948,47,52,90.2
2006,career_vague,Germany,德國,32.0243,48,52,92.2
2006,career_vague,Czechia,捷克,32.90508,49,52,94.1
2006,career_vague,Croatia,克羅埃西亞,34.25567,50,52,96.1
2006,career_vague,Thailand,泰國,35.77796,51,52,98.0
2006,career_vague,Israel,以色列,50.70528,52,52,100.0
2006,enjoyment,Tunisia,突尼西亞,1.01686,1,57,0.0
2006,enjoyment,Kyrgyzstan,吉爾吉斯,0.94379,2,57,1.8
2006,enjoyment,Colombia,哥倫比亞,0.80524,3,57,3.6
2006,enjoyment,Jordan,約旦,0.80014,4,57,5.4
2006,enjoyment,Indonesia,印尼,0.77053,5,57,7.1
2006,enjoyment,Azerbaijan,亞塞拜然,0.75512,6,57,8.9
2006,enjoyment,Thailand,泰國,0.73099,7,57,10.7
2006,enjoyment,Mexico,墨西哥,0.63871,8,57,12.5
2006,enjoyment,Romania,羅馬尼亞,0.45431,9,57,14.3
2006,enjoyment,Türkiye,土耳其,0.41453,10,57,16.1
2006,enjoyment,Macao (China),澳門,0.41383,11,57,17.9
2006,enjoyment,Bulgaria,保加利亞,0.39058,12,57,19.6
2006,enjoyment,Brazil,巴西,0.3871,13,57,21.4
2006,enjoyment,Hong Kong (China),香港,0.37596,14,57,23.2
2006,enjoyment,Qatar,卡達,0.37438,15,57,25.0
2006,enjoyment,Portugal,葡萄牙,0.31474,16,57,26.8
2006,enjoyment,Montenegro,蒙特內哥羅,0.26555,17,57,28.6
2006,enjoyment,Chile,智利,0.25545,18,57,30.4
2006,enjoyment,Lithuania,立陶宛,0.20674,19,57,32.1
2006,enjoyment,Hungary,匈牙利,0.19356,20,57,33.9
2006,enjoyment,Canada,加拿大,0.17298,21,57,35.7
2006,enjoyment,Chinese Taipei,臺灣,0.1656,22,57,37.5
2006,enjoyment,France,法國,0.14029,23,57,39.3
2006,enjoyment,Russia,俄羅斯,0.12685,24,57,41.1
2006,enjoyment,Italy,義大利,0.11881,25,57,42.9
2006,enjoyment,Finland,芬蘭,0.11205,26,57,44.6
2006,enjoyment,Croatia,克羅埃西亞,0.09962,27,57,46.4
2006,enjoyment,Uruguay,烏拉圭,0.08859,28,57,48.2
2006,enjoyment,Greece,希臘,0.07963,29,57,50.0
2006,enjoyment,Serbia,塞爾維亞,0.0768,30,57,51.8
2006,enjoyment,Argentina,阿根廷,0.0227,31,57,53.6
2006,enjoyment,Estonia,愛沙尼亞,0.01804,32,57,55.4
2006,enjoyment,Latvia,拉脫維亞,-0.00215,33,57,57.1
2006,enjoyment,Norway,挪威,-0.00526,34,57,58.9
2006,enjoyment,New Zealand,紐西蘭,-0.00628,35,57,60.7
2006,enjoyment,Slovak Republic,斯洛伐克,-0.00944,36,57,62.5
2006,enjoyment,Belgium,比利時,-0.01127,37,57,64.3
2006,enjoyment,Iceland,冰島,-0.02809,38,57,66.1
2006,enjoyment,United States,美國,-0.03025,39,57,67.9
2006,enjoyment,Luxembourg,盧森堡,-0.03626,40,57,69.6
2006,enjoyment,Israel,以色列,-0.04045,41,57,71.4
2006,enjoyment,Czechia,捷克,-0.05672,42,57,73.2
2006,enjoyment,Switzerland,瑞士,-0.0581,43,57,75.0
2006,enjoyment,Denmark,丹麥,-0.07489,44,57,76.8
2006,enjoyment,Australia,澳洲,-0.07621,45,57,78.6
2006,enjoyment,United Kingdom,英國,-0.08367,46,57,80.4
2006,enjoyment,Germany,德國,-0.08747,47,57,82.1
2006,enjoyment,Sweden,瑞典,-0.10018,48,57,83.9
2006,enjoyment,Slovenia,斯洛維尼亞,-0.13189,49,57,85.7
2006,enjoyment,Spain,西班牙,-0.13598,50,57,87.5
2006,enjoyment,Korea,韓國,-0.17023,51,57,89.3
2006,enjoyment,Ireland,愛爾蘭,-0.17781,52,57,91.1
2006,enjoyment,Austria,奧地利,-0.21373,53,57,92.9
2006,enjoyment,Liechtenstein,列支敦斯登,-0.21957,54,57,94.6
2006,enjoyment,Poland,波蘭,-0.25191,55,57,96.4
2006,enjoyment,Japan,日本,-0.26067,56,57,98.2
2006,enjoyment,Netherlands,荷蘭,-0.32288,57,57,100.0
2006,env_awareness,Chinese Taipei,臺灣,0.45508,1,57,0.0
2006,env_awareness,Ireland,愛爾蘭,0.3761,2,57,1.8
2006,env_awareness,Poland,波蘭,0.37388,3,57,3.6
2006,env_awareness,Hong Kong (China),香港,0.34239,4,57,5.4
2006,env_awareness,Croatia,克羅埃西亞,0.32498,5,57,7.1
2006,env_awareness,Slovenia,斯洛維尼亞,0.29761,6,57,8.9
2006,env_awareness,Canada,加拿大,0.27057,7,57,10.7
2006,env_awareness,United Kingdom,英國,0.25108,8,57,12.5
2006,env_awareness,Estonia,愛沙尼亞,0.24255,9,57,14.3
2006,env_awareness,Austria,奧地利,0.23355,10,57,16.1
2006,env_awareness,Italy,義大利,0.18481,11,57,17.9
2006,env_awareness,Russia,俄羅斯,0.17876,12,57,19.6
2006,env_awareness,Slovak Republic,斯洛伐克,0.15072,13,57,21.4
2006,env_awareness,Germany,德國,0.15024,14,57,23.2
2006,env_awareness,Portugal,葡萄牙,0.11516,15,57,25.0
2006,env_awareness,Australia,澳洲,0.10426,16,57,26.8
2006,env_awareness,Hungary,匈牙利,0.10254,17,57,28.6
2006,env_awareness,Greece,希臘,0.08582,18,57,30.4
2006,env_awareness,Türkiye,土耳其,0.07154,19,57,32.1
2006,env_awareness,Czechia,捷克,0.06679,20,57,33.9
2006,env_awareness,Norway,挪威,0.06402,21,57,35.7
2006,env_awareness,Spain,西班牙,0.06152,22,57,37.5
2006,env_awareness,Macao (China),澳門,0.05663,23,57,39.3
2006,env_awareness,Montenegro,蒙特內哥羅,0.03325,24,57,41.1
2006,env_awareness,Serbia,塞爾維亞,0.0156,25,57,42.9
2006,env_awareness,Liechtenstein,列支敦斯登,0.00846,26,57,44.6
2006,env_awareness,United States,美國,0.00696,27,57,46.4
2006,env_awareness,Latvia,拉脫維亞,-0.0164,28,57,48.2
2006,env_awareness,Finland,芬蘭,-0.01712,29,57,50.0
2006,env_awareness,Lithuania,立陶宛,-0.02457,30,57,51.8
2006,env_awareness,Jordan,約旦,-0.03625,31,57,53.6
2006,env_awareness,Netherlands,荷蘭,-0.07552,32,57,55.4
2006,env_awareness,Bulgaria,保加利亞,-0.10427,33,57,57.1
2006,env_awareness,New Zealand,紐西蘭,-0.12015,34,57,58.9
2006,env_awareness,Japan,日本,-0.13142,35,57,60.7
2006,env_awareness,Belgium,比利時,-0.16132,36,57,62.5
2006,env_awareness,France,法國,-0.1647,37,57,64.3
2006,env_awareness,Thailand,泰國,-0.19633,38,57,66.1
2006,env_awareness,Denmark,丹麥,-0.20545,39,57,67.9
2006,env_awareness,Switzerland,瑞士,-0.21914,40,57,69.6
2006,env_awareness,Korea,韓國,-0.2245,41,57,71.4
2006,env_awareness,Sweden,瑞典,-0.24217,42,57,73.2
2006,env_awareness,Luxembourg,盧森堡,-0.25596,43,57,75.0
2006,env_awareness,Brazil,巴西,-0.25987,44,57,76.8
2006,env_awareness,Chile,智利,-0.27099,45,57,78.6
2006,env_awareness,Uruguay,烏拉圭,-0.33711,46,57,80.4
2006,env_awareness,Romania,羅馬尼亞,-0.36583,47,57,82.1
2006,env_awareness,Iceland,冰島,-0.39497,48,57,83.9
2006,env_awareness,Colombia,哥倫比亞,-0.43346,49,57,85.7
2006,env_awareness,Mexico,墨西哥,-0.45131,50,57,87.5
2006,env_awareness,Kyrgyzstan,吉爾吉斯,-0.4543,51,57,89.3
2006,env_awareness,Azerbaijan,亞塞拜然,-0.5561,52,57,91.1
2006,env_awareness,Argentina,阿根廷,-0.62757,53,57,92.9
2006,env_awareness,Israel,以色列,-0.65804,54,57,94.6
2006,env_awareness,Qatar,卡達,-0.72268,55,57,96.4
2006,env_awareness,Tunisia,突尼西亞,-0.72914,56,57,98.2
2006,env_awareness,Indonesia,印尼,-1.085,57,57,100.0
2006,env_concern,Türkiye,土耳其,0.88177,1,57,0.0
2006,env_concern,Colombia,哥倫比亞,0.70803,2,57,1.8
2006,env_concern,Portugal,葡萄牙,0.59944,3,57,3.6
2006,env_concern,Spain,西班牙,0.58341,4,57,5.4
2006,env_concern,Mexico,墨西哥,0.57114,5,57,7.1
2006,env_concern,Chile,智利,0.51778,6,57,8.9
2006,env_concern,Chinese Taipei,臺灣,0.5177,7,57,10.7
2006,env_concern,Brazil,巴西,0.5174,8,57,12.5
2006,env_concern,Croatia,克羅埃西亞,0.44018,9,57,14.3
2006,env_concern,Argentina,阿根廷,0.42419,10,57,16.1
2006,env_concern,Indonesia,印尼,0.37786,11,57,17.9
2006,env_concern,Bulgaria,保加利亞,0.36651,12,57,19.6
2006,env_concern,Thailand,泰國,0.28752,13,57,21.4
2006,env_concern,Azerbaijan,亞塞拜然,0.2858,14,57,23.2
2006,env_concern,Hungary,匈牙利,0.25599,15,57,25.0
2006,env_concern,Serbia,塞爾維亞,0.254,16,57,26.8
2006,env_concern,Montenegro,蒙特內哥羅,0.22349,17,57,28.6
2006,env_concern,Slovak Republic,斯洛伐克,0.17733,18,57,30.4
2006,env_concern,Russia,俄羅斯,0.17059,19,57,32.1
2006,env_concern,Uruguay,烏拉圭,0.14986,20,57,33.9
2006,env_concern,Italy,義大利,0.14203,21,57,35.7
2006,env_concern,Greece,希臘,0.13998,22,57,37.5
2006,env_concern,Macao (China),澳門,0.11405,23,57,39.3
2006,env_concern,Slovenia,斯洛維尼亞,0.11153,24,57,41.1
2006,env_concern,Germany,德國,0.07972,25,57,42.9
2006,env_concern,Korea,韓國,0.07162,26,57,44.6
2006,env_concern,Lithuania,立陶宛,0.05974,27,57,46.4
2006,env_concern,France,法國,0.03737,28,57,48.2
2006,env_concern,Czechia,捷克,0.02412,29,57,50.0
2006,env_concern,Poland,波蘭,0.01409,30,57,51.8
2006,env_concern,Japan,日本,0.01124,31,57,53.6
2006,env_concern,Kyrgyzstan,吉爾吉斯,0.00644,32,57,55.4
2006,env_concern,Jordan,約旦,-0.00505,33,57,57.1
2006,env_concern,Netherlands,荷蘭,-0.01312,34,57,58.9
2006,env_concern,Luxembourg,盧森堡,-0.01564,35,57,60.7
2006,env_concern,Hong Kong (China),香港,-0.02124,36,57,62.5
2006,env_concern,Austria,奧地利,-0.02999,37,57,64.3
2006,env_concern,Estonia,愛沙尼亞,-0.03824,38,57,66.1
2006,env_concern,Latvia,拉脫維亞,-0.06012,39,57,67.9
2006,env_concern,United States,美國,-0.07967,40,57,69.6
2006,env_concern,Belgium,比利時,-0.08517,41,57,71.4
2006,env_concern,Canada,加拿大,-0.10201,42,57,73.2
2006,env_concern,Switzerland,瑞士,-0.12405,43,57,75.0
2006,env_concern,Liechtenstein,列支敦斯登,-0.13439,44,57,76.8
2006,env_concern,Romania,羅馬尼亞,-0.15836,45,57,78.6
2006,env_concern,Tunisia,突尼西亞,-0.16399,46,57,80.4
2006,env_concern,Australia,澳洲,-0.1859,47,57,82.1
2006,env_concern,Qatar,卡達,-0.2261,48,57,83.9
2006,env_concern,Israel,以色列,-0.25933,49,57,85.7
2006,env_concern,Ireland,愛爾蘭,-0.26218,50,57,87.5
2006,env_concern,United Kingdom,英國,-0.30039,51,57,89.3
2006,env_concern,New Zealand,紐西蘭,-0.31472,52,57,91.1
2006,env_concern,Denmark,丹麥,-0.35169,53,57,92.9
2006,env_concern,Norway,挪威,-0.40012,54,57,94.6
2006,env_concern,Iceland,冰島,-0.41547,55,57,96.4
2006,env_concern,Sweden,瑞典,-0.42508,56,57,98.2
