代碼,問卷,題組,構念（中）,構念（英）,題幹（中）,題幹（英）,題目（中）,題目（英）,選項（英）,臺灣各選項%,OECD各選項%,Annex B 表
ST405Q09DA,學生問卷,ST405,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications does your parent or guardian have?,我的父母或監護人沒有上述任何一項學歷。,My parent or guardian does not have any of these qualifications.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q01DA_A,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 2 級（國中）〉,Parent #1 - <ISCED level 2>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q01DA_B,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 2 級（國中）〉,Parent #2 - <ISCED level 2>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q02DA_A,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 3.3 級（高中職，普通／技職）〉,Parent #1 - <ISCED level 3.3>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q02DA_B,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 3.3 級（高中職，普通／技職）〉,Parent #2 - <ISCED level 3.3>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q03DA_A,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 3.4 級（高中職，另一類）〉,Parent #1 - <ISCED level 3.4>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q03DA_B,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 3.4 級（高中職，另一類）〉,Parent #2 - <ISCED level 3.4>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q04DA_A,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 4 級（中學後非高等教育）〉,Parent #1 - <ISCED level 4>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q04DA_B,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 4 級（中學後非高等教育）〉,Parent #2 - <ISCED level 4>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q05DA_A,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 5 級（短期高等教育，如專科）〉,Parent #1 - <ISCED level 5>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q05DA_B,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 5 級（短期高等教育，如專科）〉,Parent #2 - <ISCED level 5>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q06DA_A,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 6 級（學士）〉,Parent #1 - <ISCED level 6>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q06DA_B,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 6 級（學士）〉,Parent #2 - <ISCED level 6>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q07DA_A,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 7 級（碩士）〉,Parent #1 - <ISCED level 7>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q07DA_B,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 7 級（碩士）〉,Parent #2 - <ISCED level 7>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q08DA_A,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 〈ISCED 第 8 級（博士）〉,Parent #1 - <ISCED level 8>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q08DA_B,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 〈ISCED 第 8 級（博士）〉,Parent #2 - <ISCED level 8>,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q09DA_A,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 1 —— 這位父母或監護人沒有上述任何一項學歷。,Parent #1 - This parent or guardian does not have any of these qualifications.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST410Q09DA_B,學生問卷,ST410,,,你的父母或監護人具有下列哪些學歷？,Which of the following qualifications do your parents or guardians have?,家長 2 —— 這位父母或監護人沒有上述任何一項學歷。,Parent #2 - This parent or guardian does not have any of these qualifications.,Yes | No | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST420Q01DA,學生問卷,ST420,對社會流動的信念與成長心態,Students' beliefs in social mobility and growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,你的智力是固定的，你其實沒辦法真的改變它,"You have a certain amount of intelligence, and you really can’t do much to change it",Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,"Bottom, second and third quarters=45.58 | Top quarter=43.01","Bottom, second and third quarters=63.48 | Top quarter=76.99",Table I.B1.1.6
ST420Q02DA,學生問卷,ST420,成長心態,Students' beliefs in growth mindset,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,你的科學能力是固定的，你其實沒辦法真的改變它,"You have a certain amount of science ability, and you really can’t do much to change it",Strongly disagree | Disagree | Agree | Strongly agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly disagree=11.83 | Disagree=41.88 | Agree=40.19 | Strongly agree=6.1,Strongly disagree=21.58 | Disagree=47.18 | Agree=26.38 | Strongly agree=4.86,Table I.B1.3.16
ST432Q02DA,學生問卷,ST432,目標設定,Students' goal setting,對於以下每一種學習方式，請指出你使用它的頻率。,"For each way of learning, please indicate how often you use it.",我會規劃自己的讀書方法。,I plan my approach to studying.,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=15.3 | Sometimes=54.78 | Often=20.62 | Very often=9.29,Never or almost never=21.27 | Sometimes=41.48 | Often=25.87 | Very often=11.38,Table I.B1.3.49
ST432Q03DA,學生問卷,ST432,目標設定,Students' goal setting,對於以下每一種學習方式，請指出你使用它的頻率。,"For each way of learning, please indicate how often you use it.",為了找出自己知識上的不足，我會在不看資料的情況下整理出最重要的重點。,"In order to identify gaps in my knowledge, I make a summary of the most important points without using my documents.",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=17.57 | Sometimes=51.62 | Often=22.6 | Very often=8.21,Never or almost never=23.64 | Sometimes=41.7 | Often=26.11 | Very often=8.55,Table I.B1.3.49
ST432Q04DA,學生問卷,ST432,目標設定,Students' goal setting,對於以下每一種學習方式，請指出你使用它的頻率。,"For each way of learning, please indicate how often you use it.",我會就內容自問自答，檢查自己是不是都懂了。,I ask myself questions about the content to check if I have understood everything.,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=16.77 | Sometimes=50.49 | Often=23.86 | Very often=8.87,Never or almost never=15.23 | Sometimes=35.69 | Often=34.38 | Very often=14.71,Table I.B1.3.49
ST432Q06DA,學生問卷,ST432,目標設定,Students' goal setting,對於以下每一種學習方式，請指出你使用它的頻率。,"For each way of learning, please indicate how often you use it.",如果發現自己的學習方法沒有效果，我會改變它。,"If I notice that my approach to learning is not successful, I change it.",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=13.47 | Sometimes=51.31 | Often=25.01 | Very often=10.22,Never or almost never=15.57 | Sometimes=40.14 | Often=31.51 | Very often=12.78,Table I.B1.3.49
ST433Q01DA,學生問卷,ST433,主動求助,Students' help seeking,我們想多了解你怎麼學習。你同意或不同意以下關於你自己的說法到什麼程度？,We would like to learn more about how you learn. To what extent do you agree or disagree with the following statements about you?,當我沒有完全理解某件事時，我會問同學。,"When I do not fully understand something, I ask my classmates.",Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree=25.77 | Agree=64.15 | Disagree=7.14 | Strongly disagree=2.93,Strongly agree=24.54 | Agree=57.53 | Disagree=11.97 | Strongly disagree=5.96,Table I.B1.3.44
ST433Q02DA,學生問卷,ST433,主動求助,Students' help seeking,我們想多了解你怎麼學習。你同意或不同意以下關於你自己的說法到什麼程度？,We would like to learn more about how you learn. To what extent do you agree or disagree with the following statements about you?,需要時我會向老師求助。,I ask my teachers for help when I need it.,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree=21.66 | Agree=61.75 | Disagree=13.39 | Strongly disagree=3.2,Strongly agree=20.73 | Agree=55.86 | Disagree=17.78 | Strongly disagree=5.63,Table I.B1.3.44
ST433Q04DA,學生問卷,ST433,主動求助,Students' help seeking,我們想多了解你怎麼學習。你同意或不同意以下關於你自己的說法到什麼程度？,We would like to learn more about how you learn. To what extent do you agree or disagree with the following statements about you?,學習上遇到困難時，我會尋求協助。,"When I have trouble learning, I ask for help.",Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree=26.6 | Agree=64.89 | Disagree=6.4 | Strongly disagree=2.11,Strongly agree=20.59 | Agree=56.17 | Disagree=18.0 | Strongly disagree=5.24,Table I.B1.3.44
ST433Q06DA,學生問卷,ST433,主動求助,Students' help seeking,我們想多了解你怎麼學習。你同意或不同意以下關於你自己的說法到什麼程度？,We would like to learn more about how you learn. To what extent do you agree or disagree with the following statements about you?,我只有在自己努力找過答案之後才會求助。,I only ask for help after trying hard to find the solution on my own.,Strongly agree | Agree | Disagree | Strongly disagree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Strongly agree=21.56 | Agree=57.4 | Disagree=18.18 | Strongly disagree=2.86,Strongly agree=25.16 | Agree=53.19 | Disagree=16.33 | Strongly disagree=5.32,Table I.B1.3.44
ST434Q02DA,學生問卷,ST434,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,每次讀完教材後，我會評估自己學到了什麼。,I evaluate what I've learned each time I finish studying material.,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST434Q03DA,學生問卷,ST434,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我會向比我更有能力的人（例如我的老師）尋求對我作品的回饋。,"I ask for feedback on my work from someone who is more capable than me (e.g., my teacher).",Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST435Q01DA,學生問卷,ST435,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我喜歡為問題找出解決方法。,I enjoy finding solutions to problems.,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST435Q03DA,學生問卷,ST435,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,我喜歡需要動腦深思的情境。,I like situations where I have to think hard about something.,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST435Q04DA,學生問卷,ST435,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,比起簡單的問題，我更喜歡複雜的問題。,I like complicated problems more than simple problems.,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST435Q05DA,學生問卷,ST435,,,你同意或不同意以下說法到什麼程度？,To what extent do you agree or disagree with the following statements?,即使可能解不出來，我還是會持續思考一個問題。,I keep working on a problem even if I might not be able to solve it.,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST436Q01DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",在網路上搜尋並找到相關資訊,Search for and find relevant information online,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=15.83 | Sometimes=44.05 | Often=24.03 | Very often=16.09,Never or almost never=12.33 | Sometimes=31.29 | Often=34.33 | Very often=22.04,Table I.B1.4.67
ST436Q02DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",評估你在網路上找到的資訊品質,Assess the quality of information you found online,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=28.86 | Sometimes=41.05 | Often=19.47 | Very often=10.62,Never or almost never=21.95 | Sometimes=38.32 | Often=27.89 | Very often=11.85,Table I.B1.4.67
ST436Q03DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",為作業撰寫或編輯文字（例如用〈Google 文件〉、〈Word〉）,"Write or edit text for a school assignment (e.g. using <Google® Docs™>, <Microsoft® Word>)",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=19.67 | Sometimes=41.92 | Often=23.01 | Very often=15.39,Never or almost never=17.93 | Sometimes=30.67 | Often=30.27 | Very often=21.13,Table I.B1.4.67
ST436Q04DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",製作多媒體簡報（含聲音、圖片或影片）,"Create a multi-media presentation (with sound, pictures, or video)",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=33.05 | Sometimes=42.4 | Often=15.49 | Very often=9.06,Never or almost never=26.93 | Sometimes=36.75 | Often=24.13 | Very often=12.19,Table I.B1.4.67
ST436Q05DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",製作與剪輯影片（例如〈iMovie、Final Cut Pro、InShot〉）,"Create and edit videos (e.g., <iMovie, Final Cut Pro, InShot>)",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=50.32 | Sometimes=34.99 | Often=9.26 | Very often=5.43,Never or almost never=49.94 | Sometimes=29.74 | Often=14.02 | Very often=6.3,Table I.B1.4.67
ST436Q06DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",創作與編輯音樂（例如〈Audacity、GarageBand〉）,"Create and edit music (e.g. <Audacity, GarageBand>)",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=59.36 | Sometimes=29.49 | Often=7.18 | Very often=3.97,Never or almost never=64.67 | Sometimes=21.56 | Often=9.53 | Very often=4.25,Table I.B1.4.67
ST436Q07DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",撰寫電腦程式、巨集或應用程式，例如用〈Scratch〉、〈Logo〉、〈VBA〉、〈Java〉,"Create a computer program, macro or app e.g. in <Scratch>, <Logo>, <VBA>,<Java>",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.4.67
ST436Q08DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",蒐集與記錄資料（例如用資料記錄器、〈Access〉、〈Google 表單〉、〈Excel〉）,"Collect and record data (e.g., using data loggers, <Microsoft® Access™>, <Google® Form>, <Excel>)",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=52.48 | Sometimes=33.62 | Often=9.01 | Very often=4.89,Never or almost never=45.24 | Sometimes=31.36 | Often=16.93 | Very often=6.46,Table I.B1.4.67
ST436Q09DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",建立或編輯網頁（例如用〈WordPress〉）,Build or edit a webpage (e.g. using <WordPress>),Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=66.17 | Sometimes=24.38 | Often=6.13 | Very often=3.31,Never or almost never=66.25 | Sometimes=20.03 | Often=9.76 | Very often=3.96,Table I.B1.4.67
ST436Q10DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",玩數位學習遊戲（例如〈Atlantis Remixed〉、〈Duolingo〉）,"Play digital learning games (e.g. <Atlantis Remixed>, <Duolingo®>)",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=45.16 | Sometimes=36.68 | Often=11.61 | Very often=6.55,Never or almost never=42.94 | Sometimes=32.62 | Often=16.78 | Very often=7.66,Table I.B1.4.67
ST436Q11DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",建立線上共用文件與他人協作（例如用〈Google 文件、Dropbox〉）,"Create shared documents online for collaborative work with others (e.g. using <Google Docs, Dropbox>)",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=37.05 | Sometimes=37.7 | Often=16.57 | Very often=8.68,Never or almost never=39.37 | Sometimes=27.94 | Often=21.39 | Very often=11.29,Table I.B1.4.67
ST436Q12DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",線上做〈科學〉練習,Do <science> exercises online,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,Table I.B1.4.67
ST436Q13DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",為機器人寫程式,Program robots,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=68.74 | Sometimes=22.24 | Often=6.17 | Very often=2.85,Never or almost never=74.05 | Sometimes=15.97 | Often=6.99 | Very often=3.0,Table I.B1.4.67
ST436Q14DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",使用虛擬實境或擴增實境,Use virtual or augmented reality,Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=73.07 | Sometimes=19.88 | Often=4.57 | Very often=2.48,Never or almost never=72.23 | Sometimes=16.83 | Often=7.75 | Very often=3.18,Table I.B1.4.67
ST436Q16DA,學生問卷,ST436,運用數位資源完成的學習任務,School tasks involving digital resources,這學年，你在學校課堂上使用〈數位資源〉做下列事情的頻率如何？,"This school year, how often did you do the following tasks using <digital resources> in your school lessons?",評估 AI 聊天機器人（例如〈ChatGPT〉、〈Google Bard〉）產生的資訊品質,"Assess the quality of information generated by Artificial Intelligence chatbots (e.g. <ChatGPT>, <Google Bard>)",Never or almost never | Sometimes | Often | Very often | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,Never or almost never=34.13 | Sometimes=33.33 | Often=18.39 | Very often=14.15,Never or almost never=37.39 | Sometimes=28.52 | Often=20.6 | Very often=13.49,Table I.B1.4.67
ST437Q01DA,學生問卷,ST437,,,想想你用〈數位資源〉做作業的情形。你有多不同意或多同意以下說法？,Think about the use of <digital resources> for your schoolwork. How much do you agree or disagree with the following statements?,〈數位資源〉幫助我學習複雜的內容,<Digital resources> help me learn complex things,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST437Q02DA,學生問卷,ST437,,,想想你用〈數位資源〉做作業的情形。你有多不同意或多同意以下說法？,Think about the use of <digital resources> for your schoolwork. How much do you agree or disagree with the following statements?,〈數位資源〉讓我學的內容更有趣,<Digital resources> make the content that I am learning more interesting,Strongly disagree | Disagree | Agree | Strongly Agree | valid skip (filter rule) | system missing | not administered/not applicable | invalid | no response,,,
ST438Q01DA,學生問卷,ST438,用 AI 做功課,Students' use of artificial intelligence for schoolwork,你多常使用 AI 聊天機器人（例如〈ChatGPT〉）做功課，進行下列活動？,How often do you use Artificial Intelligence chatbots (e.g. <ChatGPT>) for your school work to do the following activities?,摘要我必須閱讀的文本,To summarize a text I had to read,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,Never or almost never=38.18 | About once or twice a year=18.92 | About once or twice a month=22.43 | About once or twice a week=14.93 | Every day or almost every day=5.53,Never or almost never=32.42 | About once or twice a year=16.57 | About once or twice a month=21.3 | About once or twice a week=19.04 | Every day or almost every day=10.67,Table I.B1.4.53
ST438Q02DA,學生問卷,ST438,用 AI 做功課,Students' use of artificial intelligence for schoolwork,你多常使用 AI 聊天機器人（例如〈ChatGPT〉）做功課，進行下列活動？,How often do you use Artificial Intelligence chatbots (e.g. <ChatGPT>) for your school work to do the following activities?,針對新主題做初步查資料,To conduct preliminary research on a new topic,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,Never or almost never=35.56 | About once or twice a year=18.9 | About once or twice a month=23.28 | About once or twice a week=16.21 | Every day or almost every day=6.04,Never or almost never=28.86 | About once or twice a year=16.81 | About once or twice a month=23.14 | About once or twice a week=20.11 | Every day or almost every day=11.08,Table I.B1.4.53
ST438Q03DA,學生問卷,ST438,用 AI 做功課,Students' use of artificial intelligence for schoolwork,你多常使用 AI 聊天機器人（例如〈ChatGPT〉）做功課，進行下列活動？,How often do you use Artificial Intelligence chatbots (e.g. <ChatGPT>) for your school work to do the following activities?,為寫作作業起草文字,To draft texts for writing assignments,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,Never or almost never=35.3 | About once or twice a year=19.51 | About once or twice a month=24.28 | About once or twice a week=15.35 | Every day or almost every day=5.56,Never or almost never=32.28 | About once or twice a year=16.76 | About once or twice a month=22.1 | About once or twice a week=18.02 | Every day or almost every day=10.83,Table I.B1.4.53
ST438Q04DA,學生問卷,ST438,用 AI 做功課,Students' use of artificial intelligence for schoolwork,你多常使用 AI 聊天機器人（例如〈ChatGPT〉）做功課，進行下列活動？,How often do you use Artificial Intelligence chatbots (e.g. <ChatGPT>) for your school work to do the following activities?,幫助我學習,To help me learn,Never or almost never | About once or twice a year | About once or twice a month | About once or twice a week | Every day or almost every day,Never or almost never=21.6 | About once or twice a year=15.57 | About once or twice a month=22.35 | About once or twice a week=26.77 | Every day or almost every day=13.71,Never or almost never=20.7 | About once or twice a year=13.17 | About once or twice a month=20.6 | About once or twice a week=26.39 | Every day or almost every day=19.14,Table I.B1.4.53
ST468Q08DA,學生問卷,ST468,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們彼此討論學到了什麼,The teacher asked us to discuss with each other what we learned,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,,,Table I.B1.3.57
ST468Q09DA,學生問卷,ST468,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們和班上其他同學辯論科學主題,The teacher asked us to debate scientific topics with other members of the class,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,,,Table I.B1.3.57
ST468Q10DA,學生問卷,ST468,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們向全班說明一個科學原理,The teacher asked us to explain a scientific principle to the class,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,Never or almost never=23.78 | Less than half of the lessons=25.73 | About half of the lessons=24.77 | More than half of the lessons=12.92 | Every lesson or almost every lesson=12.8,Never or almost never=18.43 | Less than half of the lessons=21.53 | About half of the lessons=26.06 | More than half of the lessons=21.54 | Every lesson or almost every lesson=12.43,Table I.B1.3.57
ST468Q11DA,學生問卷,ST468,科學課的認知啟動,Students' cognitive activation in science classes,這學年，你的老師在〈學校科學課〉上多常做以下這些事？,"This school year, how often did your teacher do the following things in your <school science> lessons?",老師要我們以小組方式進行課堂專題,The teacher asked us to work on a class project in small groups,Never or almost never | Less than half of the lessons | About half of the lessons | More than half of the lessons | Every lesson or almost every lesson,,,Table I.B1.3.57
